headword,CEFR,lemma,pos,spanish
stressfully,C1,stressfully,ADV,estresantemente
loom,C1,loom,ADJ,telar
notwithstanding,C1,notwithstanding,ADP,a pesar de
structurally,C1,structurally,ADV,estructuralmente
structural,C1,structural,ADJ,estructural
chauffer,C1,chauffer,PROPN,chofer
chauffer,C1,chauffer,PROPN,chofer
sedentary,C1,sedentary,ADJ,sedentario
rapport,C1,rapport,NOUN,compenetración
landscape,C1,landscape,NOUN,paisaje
consultation,C1,consultation,NOUN,consulta
consultancy,C1,consultancy,NOUN,consultoría
bloom,C1,bloom,VERB,floración
engineer,C1,engineer,NOUN,ingeniero
retention,C1,retention,NOUN,retención
quarry,C1,quarry,NOUN,cantera
specification,C1,specification,NOUN,especificación
contract,C1,contract,NOUN,contrato
contract,C1,contract,NOUN,contrato
contractor,C1,contractor,NOUN,contratista
query,C1,query,NOUN,consulta
possessor,C1,possessor,PROPN,poseedor
chill,C1,chill,NOUN,enfriar
chill,C1,chill,NOUN,enfriar
chilly,C1,chilly,ADV,frío
frost,C1,frost,NOUN,helada
frosty,C1,frosty,PROPN,escarchado
frostily,C1,frostily,ADV,glacialmente
man,C1,man,NOUN,hombre
unmanned,C1,unmanned,ADJ,no tripulado
impersonal,C1,impersonal,ADJ,impersonal
impersonally,C1,impersonally,ADV,impersonalmente
impersonate,C1,impersonate,VERB,personificar
impersonator,C1,impersonator,NOUN,imitador
impersonation,C1,impersonation,NOUN,interpretación
buzzer,C1,buzzer,NOUN,zumbador
desert,C1,desert,PROPN,desierto
desertion,C1,desertion,NOUN,deserción
unoccupied,C1,unoccupied,ADJ,desocupado
stuffy,C1,stuffy,PROPN,cargado
stuffily,C1,stuffily,ADV,en tono de desaprobación
stuffiness,C1,stuffiness,ADJ,mala ventilación
gape,C1,gape,PROPN,mirar boquiabierto
gape,C1,gape,PROPN,mirar boquiabierto
repute,C1,repute,NOUN,reputación
toughness,C1,toughness,NOUN,tenacidad
recall,C1,recall,VERB,recordar
recollection,C1,recollection,NOUN,recuerdo
plumbing,C1,plumbing,NOUN,plomería
usher,C1,usher,ADJ,ujier
glum,C1,glum,NOUN,sombrío
glumly,C1,glumly,ADV,tristemente
gamely,C1,gamely,ADV,bravamente
dissect,C1,dissect,VERB,disecar
dissection,C1,dissection,NOUN,disección
commend,C1,commend,VERB,elogiar
commendation,C1,commendation,NOUN,elogio
thereby,C1,thereby,ADV,así
flick,C1,flick,NOUN,película
flicker,C1,flicker,ADJ,parpadeo
unenviable,C1,unenviable,ADJ,poco envidiable
unenviably,C1,unenviably,ADV,envidiablemente
voice,C1,voice,NOUN,voz
tread,C1,tread,PROPN,pisada
allege,C1,allege,NOUN,alegar
allegation,C1,allegation,NOUN,alegación
bribe,C1,bribe,VERB,soborno
bribe,C1,bribe,VERB,soborno
bribery,C1,bribery,PROPN,soborno
inclusion,C1,inclusion,NOUN,inclusión
inclusive,C1,inclusive,NOUN,inclusivo
inclusively,C1,inclusively,ADV,inclusive
unconvincing,C1,unconvincing,ADJ,poco convincente
unconvincingly,C1,unconvincingly,ADV,poco convincente
recharge,C1,recharge,VERB,recargar
facilitation,C1,facilitation,NOUN,facilitación
condition,C1,condition,NOUN,condición
conditional,C1,conditional,ADJ,condicional
conditionally,C1,conditionally,ADV,condicionalmente
tone,C1,tone,PROPN,tono
align,C1,align,NOUN,alinear
alignment,C1,alignment,NOUN,alineación
supple,C1,supple,ADJ,flexible
manicure,C1,manicure,NOUN,manicura
manicure,C1,manicure,NOUN,manicura
pedicure,C1,pedicure,NOUN,pedicure
facial,C1,facial,ADJ,facial
facial,C1,facial,ADJ,facial
bouquet,C1,bouquet,PROPN,ramo
refurbish,C1,refurbish,VERB,restaurar
refurbishment,C1,refurbishment,NOUN,remodelación
grounds,C1,ground,NOUN,jardines
grounds,C1,ground,NOUN,jardines
grounds,C1,ground,NOUN,jardines
ground,C1,ground,NOUN,suelo
lethargy,C1,lethargy,NOUN,letargo
lethargic,C1,lethargic,ADJ,letárgico
lethargically,C1,lethargically,ADV,letárgicamente
stately,C1,stately,ADJ,majestuoso
conserve,C1,conserve,VERB,conservar
conservatory,C1,conservatory,NOUN,conservatorio
disquieting,C1,disquiet,VERB,inquietante
fiercely,C1,fiercely,ADV,ferozmente
grapefruit,C1,grapefruit,NOUN,pomelo
exotic,C1,exotic,ADJ,exótico
exotically,C1,exotically,ADV,exóticamente
flask,C1,flask,PROPN,matraz
spacious,C1,spacious,ADJ,espacioso
gourmet,C1,gourmet,NOUN,gastrónomo
gourmet,C1,gourmet,NOUN,gastrónomo
rich,C1,rich,ADJ,rico
conjure,C1,conjure,NOUN,conjurar
creamy,C1,creamy,PROPN,cremoso
sauna,C1,sauna,VERB,sauna
remedial,C1,remedial,NOUN,remediador
posture,C1,posture,NOUN,postura
sedate,C1,sedate,VERB,sosegado
sedately,C1,sedately,ADV,tranquilamente
sedate,C1,sedate,VERB,sosegado
clutch,C1,clutch,VERB,embrague
clutch,C1,clutch,VERB,embrague
stagger,C1,stagger,NOUN,escalonar
staggering,C1,staggering,ADJ,asombroso
dutiful,C1,dutiful,ADJ,obediente
dutifully,C1,dutifully,ADV,obedientemente
calorie,C1,calorie,NOUN,caloría
firm,C1,firm,NOUN,firme
fabulously,C1,fabulously,ADV,fabulosamente
premise,C1,premise,NOUN,premisa
premises,C1,premise,VERB,instalaciones
eclectic,C1,eclectic,ADJ,ecléctico
eclectic,C1,eclectic,ADJ,ecléctico
eclectically,C1,eclectically,ADV,eclécticamente
revere,C1,revere,VERB,reverenciar
harbor/harbour,C1,harbor,PROPN,puerto/puerto
recognizable/recognisable,C1,recognizable,ADJ,reconocible/reconocible
recognizably/recognisably,C1,recognizably,ADV,reconocible/reconocible
batter,C1,batter,NOUN,bateador
battery,C1,battery,NOUN,batería
batter,C1,batter,NOUN,bateador
batter,C1,batter,NOUN,bateador
unreliably,C1,unreliably,ADV,poco confiable
waterfront,C1,waterfront,PROPN,frente al mar
amply,C1,amply,ADV,ampliamente
amplification,C1,amplification,NOUN,amplificación
battered,C1,batter,VERB,abollado
battered,C1,batter,VERB,abollado
comply,C1,comply,ADV,cumplir
compliance,C1,compliance,NOUN,cumplimiento
compliant,C1,compliant,VERB,obediente
compliantly,C1,compliantly,ADV,conforme
blankness,C1,blankness,PROPN,vacío
exuberant,C1,exuberant,ADJ,exuberante
exuberance,C1,exuberance,NOUN,exuberancia
exuberantly,C1,exuberantly,ADV,exuberantemente
linear,C1,linear,NOUN,lineal
linearly,C1,linearly,ADV,linealmente
flourish,C1,flourish,NOUN,florecer
flourish,C1,flourish,NOUN,florecer
anchor,C1,anchor,NOUN,ancla
anchored,C1,anchor,VERB,anclado
domination,C1,domination,NOUN,dominación
dominant,C1,dominant,ADJ,dominante
dominantly,C1,dominantly,ADV,dominantemente
interject,C1,interject,VERB,interponer
interjection,C1,interjection,NOUN,interjección
gush,C1,gush,PROPN,chorro
gushing,C1,gush,VERB,efusivo
gush,C1,gush,PROPN,chorro
gushingly,C1,gushingly,ADV,efusivamente
voracious,C1,voracious,ADJ,voraz
voraciously,C1,voraciously,ADV,vorazmente
sketchbook,C1,sketchbook,NOUN,bloc de dibujo
sketch,C1,sketch,VERB,bosquejo
prop,C1,prop,ADJ,apuntalar
prop,C1,prop,ADJ,apuntalar
imp,C1,imp,VERB,diablillo
impish,C1,impish,VERB,travieso
impishly,C1,impishly,ADV,traviesamente
wicked,C1,wicked,ADJ,malvado
wickedly,C1,wickedly,ADV,malvadamente
macabre,C1,macabre,NOUN,macabro
gusto,C1,gusto,PROPN,entusiasmo
tantamount,C1,tantamount,VERB,equivalente
antics,C1,antic,NOUN,payasadas
lapse,C1,lapse,PROPN,lapso
lapse,C1,lapse,PROPN,lapso
relapse,C1,relapse,NOUN,recaída
relapse,C1,relapse,NOUN,recaída
impede,C1,impede,VERB,impedir
impediment,C1,impediment,NOUN,impedimento
taut,C1,taut,PROPN,tirante
tautly,C1,tautly,ADV,tensamente
jersey,C1,jersey,PROPN,jersey
jersey,C1,jersey,PROPN,jersey
startling,C1,startle,VERB,alarmante
startlingly,C1,startlingly,ADV,sorprendentemente
slack,C1,slack,NOUN,flojo
slack,C1,slack,NOUN,flojo
slack,C1,slack,NOUN,flojo
slackly,C1,slackly,ADV,flojamente
unwavering,C1,unwavere,VERB,inquebrantable
unwaveringly,C1,unwaveringly,ADV,inquebrantablemente
removed,C1,remove,VERB,remoto
buffoon,C1,buffoon,PROPN,bufón
beguiling,C1,beguiling,NOUN,seductor
beguilingly,C1,beguilingly,ADV,seductoramente
blithely,C1,blithely,ADV,alegremente
stray,C1,stray,VERB,extraviado
stray,C1,stray,VERB,extraviado
stray,C1,stray,VERB,extraviado
mythological,C1,mythological,ADJ,mitológico
mythology,C1,mythology,NOUN,mitología
venerate,C1,venerate,NOUN,venerar
veneration,C1,veneration,NOUN,veneración
ethical,C1,ethical,ADJ,ético
ethically,C1,ethically,ADV,éticamente
heroine,C1,heroine,NOUN,heroína
refreshing,C1,refresh,VERB,refrescante
refresh,C1,refresh,PROPN,refrescar
refreshingly,C1,refreshingly,ADV,refrescantemente
zany,C1,zany,VERB,loco
devotee,C1,devotee,VERB,devoto
salve,C1,salve,PROPN,ungüento
salvation,C1,salvation,NOUN,salvación
salvage,C1,salvage,NOUN,salvar
staccato,C1,staccato,VERB,staccato
staccato,C1,staccato,VERB,staccato
verve,C1,verve,VERB,brío
motley,C1,motley,PROPN,abigarrado
preach,C1,preach,NOUN,predicar
preacher,C1,preacher,PROPN,predicador
behind,C1,behind,ADV,detrás
continuity,C1,continuity,NOUN,continuidad
justly,C1,justly,ADV,justamente
wry,C1,wry,PROPN,torcido
wryly,C1,wryly,ADV,irónicamente
poetess,C1,poetess,ADJ,poetisa
confide,C1,confide,PROPN,confiar
sentient,C1,sentient,NOUN,sensible
sentiment,C1,sentiment,NOUN,sentimiento
sentimental,C1,sentimental,ADJ,sentimental
sentimentally,C1,sentimentally,ADV,sentimentalmente
tangle,C1,tangle,NOUN,enredo
tangle,C1,tangle,NOUN,enredo
tangled,C1,tangle,VERB,enredado
untangle,C1,untangle,NOUN,desenredar
untangled,C1,untangle,VERB,desenredado
perceptive,C1,perceptive,ADJ,perceptivo
perceptively,C1,perceptively,ADV,perceptivamente
outset,C1,outset,NOUN,principio
tycoon,C1,tycoon,ADV,magnate
launch,C1,launch,NOUN,lanzamiento
engross,C1,engross,NOUN,absorber
engrossing,C1,engross,VERB,fascinante
plague,C1,plague,NOUN,plaga
orphan,C1,orphan,NOUN,huérfano
detritus,C1,detritus,NOUN,detrito
detriment,C1,detriment,NOUN,detrimento
detrimental,C1,detrimental,ADJ,perjudicial
detrimentally,C1,detrimentally,ADV,perjudicialmente
domestically,C1,domestically,ADV,a nivel nacional
domesticate,C1,domesticate,VERB,domesticar
domestication,C1,domestication,NOUN,domesticación
eccentric,C1,eccentric,ADJ,excéntrico
eccentric,C1,eccentric,ADJ,excéntrico
eccentrically,C1,eccentrically,ADV,excéntricamente
render,C1,render,VERB,prestar
rendering,C1,render,VERB,representación
pathos,C1,pathos,NOUN,patetismo
tailor,C1,tailor,NOUN,sastre
tailor,C1,tailor,NOUN,sastre
personalize/personalise,C1,personalize,NOUN,personalizar/personalizar
personalization/personalisation,C1,personalization,NOUN,personalización/personalización
personification,C1,personification,NOUN,personificación
limitless,C1,limitless,ADJ,sin límites
apprentice,C1,apprentice,NOUN,aprendiz
apprentice,C1,apprentice,NOUN,aprendiz
apprenticeship,C1,apprenticeship,NOUN,aprendizaje
precision,C1,precision,NOUN,precisión
swap,C1,swap,VERB,intercambio
swap,C1,swap,VERB,intercambio
perfect,C1,perfect,ADJ,perfecto
silhouette,C1,silhouette,PROPN,silueta
nondescript,C1,nondescript,PROPN,mediocre
signal,C1,signal,NOUN,señal
negligible,C1,negligible,ADJ,despreciable
negligent,C1,negligent,ADJ,negligente
negligently,C1,negligently,ADV,negligentemente
principally,C1,principally,ADV,principalmente
altruism,C1,altruism,NOUN,altruismo
altruistic,C1,altruistic,ADJ,altruista
scenario,C1,scenario,PROPN,guión
voluntary,C1,voluntary,ADJ,voluntario
voluntarily,C1,voluntarily,ADV,voluntariamente
reap,C1,reap,VERB,cosechar
paternal,C1,paternal,ADJ,paternal
maternal,C1,maternal,ADJ,materno
maternalistic,C1,maternalistic,ADJ,maternalista
paternalistic,C1,paternalistic,ADJ,paternalista
provisions,C1,provision,NOUN,provisiones
injustice,C1,injustice,NOUN,injusticia
impoverished,C1,impoverish,VERB,empobrecido
unsustainable,C1,unsustainable,ADJ,insostenible
unsustainably,C1,unsustainably,ADV,insosteniblemente
sustainable,C1,sustainable,ADJ,sostenible
sustainably,C1,sustainably,ADV,sustentablemente
bypass,C1,bypass,PROPN,derivación
imperative,C1,imperative,ADJ,imperativo
imperative,C1,imperative,ADJ,imperativo
cynic,C1,cynic,ADJ,cínico
cynical,C1,cynical,ADJ,cínico
cynically,C1,cynically,ADV,cínicamente
cynicism,C1,cynicism,NOUN,cinismo
sarcasm,C1,sarcasm,NOUN,sarcasmo
sarcastic,C1,sarcastic,PROPN,sarcástico
sarcastically,C1,sarcastically,ADV,sarcásticamente
misplace,C1,misplace,NOUN,perder
symptomatic,C1,symptomatic,ADJ,sintomático
degrade,C1,degrade,NOUN,degradar
degrading,C1,degrade,VERB,degradante
degradation,C1,degradation,NOUN,degradación
discourse,C1,discourse,ADV,discurso
amid,C1,amid,ADP,en medio de
hedgehog,C1,hedgehog,PROPN,erizo
nocturnal,C1,nocturnal,ADJ,nocturno
hibernate,C1,hibernate,NOUN,hibernar
hibernation,C1,hibernation,NOUN,hibernación
convict,C1,convict,PROPN,condenar
convict,C1,convict,PROPN,condenar
conviction,C1,conviction,NOUN,convicción
latent,C1,latent,NOUN,latente
snooze,C1,snooze,NOUN,siesta
classy,C1,classy,NOUN,de buen tono
wrench,C1,wrench,NOUN,llave inglesa
reminisce,C1,reminisce,VERB,recordar viejas historias
reminiscent,C1,reminiscent,ADJ,recordativo
intuit,C1,intuit,NOUN,intuir
intuition,C1,intuition,NOUN,intuición
intuitive,C1,intuitive,ADJ,intuitivo
intuitively,C1,intuitively,ADV,intuitivamente
marginal,C1,marginal,ADJ,marginal
marginally,C1,marginally,ADV,ligeramente
crude,C1,crude,NOUN,crudo
crudely,C1,crudely,ADV,crudamente
strap,C1,strap,NOUN,correa
strap,C1,strap,NOUN,correa
strapping,C1,strap,VERB,fornido
scoff,C1,scoff,NOUN,burla
fiddly,C1,fiddly,ADV,complicado
fiddler,C1,fiddler,PROPN,violinista
fiddle,C1,fiddle,VERB,violín
fiddle,C1,fiddle,VERB,violín
unmusical,C1,unmusical,ADJ,no musical
unmusically,C1,unmusically,ADV,sin música
repertory,C1,repertory,ADJ,repertorio
concerto,C1,concerto,NOUN,concierto
premier,C1,premier,NOUN,primer ministro
premier,C1,premier,NOUN,primer ministro
fanatic,C1,fanatic,ADJ,fanático
fanatic,C1,fanatic,ADJ,fanático
fanatically,C1,fanatically,ADV,fanáticamente
acoustically,C1,acoustically,ADV,acústicamente
acoustic,C1,acoustic,ADJ,acústico
acoustics,C1,acoustic,NOUN,acústica
compromised,C1,compromise,VERB,comprometido
daunt,C1,daunt,PROPN,acobardar
daunting,C1,daunt,VERB,desalentador
realist,C1,realist,NOUN,realista
realism,C1,realism,NOUN,realismo
recess,C1,recess,NOUN,recreo
recess,C1,recess,NOUN,recreo
recessive,C1,recessive,ADJ,recesivo
prolific,C1,prolific,NOUN,prolífico
prolifically,C1,prolifically,ADV,prolíficamente
proliferate,C1,proliferate,NOUN,proliferar
fragmentation,C1,fragmentation,NOUN,fragmentación
campaign,C1,campaign,NOUN,campaña
astray,C1,astray,INTJ,por mal camino
duration,C1,duration,NOUN,duración
durable,C1,durable,ADJ,durable
durable,C1,durable,ADJ,durable
likelihood,C1,likelihood,NOUN,probabilidad
naive,C1,naive,ADJ,ingenuo
naively,C1,naively,ADV,ingenuamente
naivety,C1,naivety,NOUN,ingenuidad
impervious,C1,impervious,ADJ,impermeable
ludicrous,C1,ludicrous,ADJ,ridículo
ludicrously,C1,ludicrously,ADV,ridículamente
cost-effective,C1,cost,NOUN,rentable
gruesome,C1,gruesome,ADJ,horrible
gruesomely,C1,gruesomely,ADV,espantosamente
envisage,C1,envisage,NOUN,prever
screenwriter,C1,screenwriter,VERB,guionista
mingle,C1,mingle,PROPN,mezclar
churn,C1,churn,VERB,batir
buffer,C1,buffer,NOUN,buffer
buffer,C1,buffer,NOUN,buffer
irate,C1,irate,VERB,airado
irately,C1,irately,ADV,airadamente
docile,C1,docile,ADJ,dócil
docilely,C1,docilely,ADV,dócilmente
fiend,C1,fiend,VERB,demonio
fiendish,C1,fiendish,NOUN,diabólico
fiendishly,C1,fiendishly,ADV,diabólicamente
transfix,C1,transfix,NOUN,traspasar
gypsy,C1,gypsy,VERB,gitano
temperament,C1,temperament,PROPN,temperamento
temperamental,C1,temperamental,NOUN,temperamental
temperamentally,C1,temperamentally,ADV,temperamentalmente
screenplay,C1,screenplay,NOUN,guión
disillusionment,C1,disillusionment,ADJ,desilusión
demise,C1,demise,NOUN,fallecimiento
raunchy,C1,raunchy,NOUN,obsceno
raunchily,C1,raunchily,ADV,obscenamente
overdraft,C1,overdraft,NOUN,sobregiro
overdraft,C1,overdraft,NOUN,sobregiro
synopsis,C1,synopsis,NOUN,sinopsis
renown,C1,renown,ADJ,renombre
contest,C1,contest,NOUN,concurso
contested,C1,contest,VERB,impugnado
verandah,C1,verandah,PROPN,veranda
occupational,C1,occupational,PROPN,ocupacional
verdict,C1,verdict,NOUN,veredicto
ventilate,C1,ventilate,NOUN,ventilar
ventilation,C1,ventilation,NOUN,ventilación
occupant,C1,occupant,NOUN,ocupante
radiator,C1,radiator,NOUN,radiador
homely,C1,homely,ADV,acogedor
bureaucratic,C1,bureaucratic,ADJ,burocrático
bureaucratically,C1,bureaucratically,ADV,burocráticamente
adjustable,C1,adjustable,ADJ,ajustable
fatigue,C1,fatigue,NOUN,fatiga
muscular,C1,muscular,ADJ,muscular
versatile,C1,versatile,ADV,versátil
versatility,C1,versatility,NOUN,versatilidad
stimuli,C1,stimulus,NOUN,estímulos
uninspiring,C1,uninspire,VERB,aburrido
mutually,C1,mutually,ADV,mutuamente
somber/sombre,C1,somber,PROPN,sombrío/sombrío
somberly/sombrely,C1,somberly,ADV,sombríamente/sombríamente
clutter,C1,clutter,PROPN,desorden
clutter,C1,clutter,PROPN,desorden
lodge,C1,lodge,VERB,presentar
dislodge,C1,dislodge,PROPN,desalojar
carpenter,C1,carpenter,NOUN,carpintero
carpentry,C1,carpentry,NOUN,carpintería
transit,C1,transit,NOUN,tránsito
plummet,C1,plummet,VERB,plomada
circulate,C1,circulate,VERB,circular
circulation,C1,circulation,NOUN,circulación
demography,C1,demography,NOUN,demografía
demographic,C1,demographic,ADJ,demográfico
demographic,C1,demographic,ADJ,demográfico
demographically,C1,demographically,ADV,demográficamente
phenomenal,C1,phenomenal,ADJ,fenomenal
phenomenally,C1,phenomenally,ADV,fenomenalmente
prophet,C1,prophet,NOUN,profeta
prophetic,C1,prophetic,ADJ,profético
paywall,C1,paywall,NOUN,muro de pago
firewall,C1,firewall,NOUN,cortafuegos
launch,C1,launch,NOUN,lanzamiento
invoice,C1,invoice,NOUN,factura
demolition,C1,demolition,NOUN,demolición
demo,C1,demo,NOUN,manifestación
gig,C1,gig,NOUN,concierto
socialization,C1,socialization,NOUN,socialización
antiquity,C1,antiquity,NOUN,antigüedad
antiquated,C1,antiquate,VERB,anticuado
restoration,C1,restoration,NOUN,restauración
restorative,C1,restorative,ADJ,restaurativo
rotate,C1,rotate,VERB,girar
till,C1,till,SCONJ,hasta
coupled,C1,couple,VERB,acoplado
itinerary,C1,itinerary,PROPN,itinerario
charter,C1,charter,NOUN,carta
charter,C1,charter,NOUN,carta
terrain,C1,terrain,NOUN,terreno
resilient,C1,resilient,ADJ,resiliente
resilience,C1,resilience,NOUN,resiliencia
enterprising,C1,enterprise,VERB,emprendedor
integral,C1,integral,ADJ,integral
canoe,C1,canoe,PROPN,canoa
magnetic,C1,magnetic,ADJ,magnético
magnetism,C1,magnetism,NOUN,magnetismo
magnetically,C1,magnetically,ADV,magnéticamente
credible,C1,credible,ADJ,creíble
credibly,C1,credibly,ADV,creíblemente
credibility,C1,credibility,NOUN,credibilidad
credential,C1,credential,NOUN,credencial
acutely,C1,acutely,ADV,extremadamente
prohibitive,C1,prohibitive,ADJ,prohibitivo
prohibitively,C1,prohibitively,ADV,prohibitivamente
fissure,C1,fissure,NOUN,fisura
pendulum,C1,pendulum,NOUN,péndulo
pendulous,C1,pendulous,ADJ,colgante
suspension,C1,suspension,NOUN,suspensión
aboard,C1,aboard,ADP,a bordo
drill,C1,drill,VERB,perforar
drill,C1,drill,VERB,perforar
anthropology,C1,anthropology,NOUN,antropología
anthropologist,C1,anthropologist,NOUN,antropólogo
squander,C1,squander,NOUN,malgastar
munch,C1,munch,PROPN,mascar
adjoin,C1,adjoin,NOUN,colindar
adjoining,C1,adjoin,VERB,contiguo
wizened,C1,wizene,VERB,arrugado
graft,C1,graft,NOUN,injerto
orchard,C1,orchard,PROPN,huerta
seedling,C1,seedle,VERB,planta de semillero
tract,C1,tract,VERB,tracto
folktale,C1,folktale,PROPN,cuento popular
sprout,C1,sprout,NOUN,brotar
sprout,C1,sprout,NOUN,brotar
hypocrisy,C1,hypocrisy,VERB,hipocresía
hypocrite,C1,hypocrite,NOUN,hipócrita
hypocritical,C1,hypocritical,ADJ,hipócrita
hypocritically,C1,hypocritically,ADV,hipócritamente
midwife,C1,midwife,PROPN,partera
harvest,C1,harvest,NOUN,cosecha
commercially,C1,commercially,ADV,comercialmente
uniformity,C1,uniformity,NOUN,uniformidad
numb,C1,numb,ADJ,adormecer
numb,C1,numb,ADJ,adormecer
tastebud,C1,tastebud,PROPN,papila gustativa
amateur,C1,amateur,PROPN,aficionado
amateur,C1,amateur,PROPN,aficionado
retrace,C1,retrace,NOUN,recordar
chart,C1,chart,PROPN,cuadro
insubordinate,C1,insubordinate,VERB,insubordinado
insubordination,C1,insubordination,NOUN,insubordinación
insubordinately,C1,insubordinately,ADV,insubordinadamente
subordinate,C1,subordinate,ADJ,subordinar
primitively,C1,primitively,ADV,primitivamente
embark,C1,embark,NOUN,embarcarse
expedite,C1,expedite,VERB,acelerar
contextual,C1,contextual,ADJ,contextual
contextually,C1,contextually,ADV,contextualmente
whilst,C1,whilst,SCONJ,mientras que
maneuver/manoeuvre,C1,maneuver,PROPN,maniobra/maniobra
maneuver/manoeuvre,C1,maneuver,PROPN,maniobra/maniobra
riveting,C1,rivet,VERB,remachar
plunge,C1,plunge,NOUN,inmersión
plunge,C1,plunge,NOUN,inmersión
debut,C1,debut,PROPN,debut
debut,C1,debut,PROPN,debut
turmoil,C1,turmoil,NOUN,confusión
scathing,C1,scathing,ADJ,mordaz
unscathing,C1,unscathe,VERB,ileso
convoluted,C1,convolute,VERB,complejo
undaunted,C1,undaunted,ADJ,impávido
gutsy,C1,gutsy,NOUN,valiente
deprivation,C1,deprivation,NOUN,privación
farce,C1,farce,NOUN,farsa
portray,C1,portray,NOUN,retratar
portrayal,C1,portrayal,NOUN,representación
elusive,C1,elusive,ADJ,elusivo
elude,C1,elude,NOUN,eludir
incisor,C1,incisor,PROPN,incisivo
incision,C1,incision,NOUN,incisión
chisel,C1,chisel,NOUN,cincel
chiselled,C1,chisel,VERB,cincelado
gnaw,C1,gnaw,PROPN,roer
elongate,C1,elongate,PROPN,alargado
telltale,C1,telltale,NOUN,indicador
cavity,C1,cavity,NOUN,cavidad
rustle,C1,rustle,NOUN,crujido
rustle,C1,rustle,NOUN,crujido
glean,C1,glean,VERB,espigar
niche,C1,niche,NOUN,nicho
somersault,C1,somersault,PROPN,voltereta
somersault,C1,somersault,PROPN,voltereta
exhilarate,C1,exhilarate,ADJ,regocijar
exhilarating,C1,exhilarate,VERB,estimulante
exhilaration,C1,exhilaration,NOUN,regocijo
physicality,C1,physicality,NOUN,fisicalidad
hack,C1,hack,NOUN,cortar
